User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Cameron Bailey","Peter Robinson",Carer,"2021-09-21 09:40:12",951,Incoming,69
"Cameron Bailey","James Clark",Carer,"2021-09-27 07:01:50",455,Incoming,28
"Cameron Bailey","Toby Richardson",Carer,"2021-08-22 05:42:57",506,Outgoing,78
"Cameron Bailey","Kirsten Davies",Nurse,"2021-09-17 12:58:22",192,Incoming,53
"Cameron Bailey","Rachel Saunders",Nurse,"2021-09-06 02:23:58",680,Incoming,31
"Cameron Bailey","Ben Mitchell",Nurse,"2021-09-12 01:32:37",792,Outgoing,81
"Cameron Bailey","Imogen White",Nurse,"2021-08-31 10:27:47",50,Outgoing,16
"Cameron Bailey","Sonia Khan",Nurse,"2021-08-31 10:02:43",114,Outgoing,32
"Cameron Bailey","Amber James",Nurse,"2021-09-15 12:06:28",665,Outgoing,87
"Cameron Bailey","Amy Morris",Nurse,"2021-09-04 05:18:16",462,Outgoing,78
"Cameron Bailey","Lee Khan",Nurse,"2021-09-10 01:53:57",356,Incoming,93
"Cameron Bailey","Caitlin Jones",Carer,"2021-10-14 10:50:19",869,Incoming,78
"Cameron Bailey","Mary Ward",Nurse,"2021-08-20 10:01:00",350,Incoming,88
"Cameron Bailey","Gordon Clarke",Carer,"2021-09-08 07:41:54",82,Incoming,37
"Cameron Bailey","Toby Richardson",Carer,"2021-08-31 08:16:48",408,Incoming,80
"Cameron Bailey","Andy Graham",Carer,"2021-09-18 10:11:46",527,Incoming,25
"Cameron Bailey","William Holmes",Carer,"2021-10-05 05:55:49",432,Incoming,99
"Cameron Bailey","Kirsten Davies",Nurse,"2021-08-27 02:50:21",619,Incoming,44
"Cameron Bailey","Dennis Bailey",Carer,"2021-09-10 09:40:39",576,Outgoing,59
"Cameron Bailey","Beth Adams",Carer,"2021-08-24 10:10:12",637,Outgoing,22
"Cameron Bailey","Dan Taylor",Carer,"2021-09-14 09:04:08",527,Incoming,31
"Cameron Bailey","Sarah Harrison",Carer,"2021-08-30 07:47:31",595,Outgoing,80
"Cameron Bailey","Nikki Rogers",Nurse,"2021-09-29 03:01:46",555,Incoming,22
"Cameron Bailey","Louis Adams",Carer,"2021-09-10 05:57:27",383,Outgoing,24
"Cameron Bailey","Joe Watson",Carer,"2021-08-22 03:32:28",796,Outgoing,74
"Cameron Bailey","Carlie Stewart",Carer,"2021-08-19 06:36:09",2,Outgoing,20
"Cameron Bailey","Grace Edwards",Carer,"2021-08-27 05:14:03",960,Incoming,64
"Cameron Bailey","Jodie Green",Nurse,"2021-09-17 03:02:58",165,Incoming,49
"Cameron Bailey","Nikki Miller",Carer,"2021-09-03 11:50:21",174,Incoming,9
"Cameron Bailey","Alison Johnson",Carer,"2021-08-27 02:04:05",304,Outgoing,39
"Cameron Bailey","Justine Edwards",Nurse,"2021-09-06 09:28:37",240,Outgoing,95
"Cameron Bailey","William Holmes",Carer,"2021-09-26 01:51:13",425,Outgoing,35
"Cameron Bailey","Dominic Miller",Carer,"2021-10-18 02:12:52",978,Outgoing,74
"Cameron Bailey","Leah Robinson",Nurse,"2021-08-24 11:12:52",689,Incoming,100
"Cameron Bailey","Barry Edwards",Nurse,"2021-09-22 03:13:41",17,Outgoing,74
"Cameron Bailey","Sarah Harrison",Carer,"2021-09-24 03:48:34",792,Incoming,65
"Cameron Bailey","Joel Richardson",Carer,"2021-09-03 09:41:42",52,Outgoing,38
"Cameron Bailey","Matilda Johnson",Carer,"2021-10-11 07:14:51",24,Incoming,47
"Cameron Bailey","Dennis Bailey",Carer,"2021-08-25 10:31:38",382,Incoming,81
"Cameron Bailey","Toby Richardson",Carer,"2021-10-09 02:17:31",675,Incoming,60
"Cameron Bailey","Leah Robinson",Nurse,"2021-09-24 05:03:57",119,Outgoing,76
"Cameron Bailey","Amy Morris",Nurse,"2021-10-13 07:35:45",995,Incoming,53
"Cameron Bailey","Eileen Harrison",Carer,"2021-10-15 10:18:05",74,Incoming,55
"Cameron Bailey","Selina Palmer",Carer,"2021-08-30 01:17:16",299,Incoming,21
"Cameron Bailey","Jeremy Lloyd",Nurse,"2021-10-15 04:32:48",432,Incoming,9
"Cameron Bailey","Wendy Watson",Carer,"2021-10-19 08:41:18",248,Incoming,36
"Cameron Bailey","Georgia Shaw",Nurse,"2021-10-18 05:46:42",766,Incoming,44
"Cameron Bailey","Toby Richardson",Carer,"2021-09-02 06:34:26",395,Incoming,25
"Cameron Bailey","Layla Griffiths",Carer,"2021-09-22 11:03:15",221,Outgoing,24
"Cameron Bailey","Tiffany Moore",Carer,"2021-08-22 07:08:31",69,Incoming,11
"Cameron Bailey","Ross Rose",Carer,"2021-09-23 08:06:50",522,Outgoing,86
"Cameron Bailey","Nick Marshall",Nurse,"2021-09-22 03:29:34",229,Outgoing,49
"Cameron Bailey","Victoria Harrison",Nurse,"2021-09-18 03:20:11",425,Outgoing,27
"Cameron Bailey","Beth Adams",Carer,"2021-09-28 09:32:23",150,Outgoing,64
"Cameron Bailey","Chelsea Carter",Carer,"2021-09-16 08:16:00",962,Incoming,58
"Cameron Bailey","Aaron Lloyd",Carer,"2021-09-08 06:39:56",652,Outgoing,100
"Cameron Bailey","Mary Ward",Nurse,"2021-09-04 07:28:38",715,Outgoing,30
"Cameron Bailey","Elliott Lloyd",Nurse,"2021-09-22 06:30:16",867,Incoming,80
"Cameron Bailey","Imogen White",Nurse,"2021-10-04 11:17:27",185,Incoming,3
"Cameron Bailey","Danielle Moore",Carer,"2021-09-20 07:13:25",188,Outgoing,51
"Cameron Bailey","Laura Hill",Carer,"2021-09-23 06:20:08",744,Outgoing,23
"Cameron Bailey","Steve Powell",Carer,"2021-09-04 04:49:59",118,Outgoing,68
"Cameron Bailey","Jamie Ellis",Nurse,"2021-10-04 10:53:43",383,Incoming,70
"Cameron Bailey","Lee Khan",Nurse,"2021-09-12 02:18:02",90,Outgoing,71
"Cameron Bailey","Dennis Bailey",Carer,"2021-10-09 08:53:30",983,Incoming,65
"Cameron Bailey","Victoria Harrison",Nurse,"2021-08-22 05:32:40",653,Incoming,25
"Cameron Bailey","Carlie Stewart",Carer,"2021-09-19 04:33:22",317,Incoming,18
"Cameron Bailey","Layla Griffiths",Carer,"2021-09-15 01:52:44",930,Incoming,53
"Cameron Bailey","Theresa Campbell",Carer,"2021-10-16 09:16:05",273,Outgoing,79
"Cameron Bailey","Jamie Ellis",Nurse,"2021-09-20 12:20:19",471,Incoming,41
"Cameron Bailey","Peter Turner",Nurse,"2021-08-31 07:11:56",582,Incoming,98
"Cameron Bailey","Peter Robinson",Carer,"2021-09-02 08:37:27",826,Incoming,96
"Cameron Bailey","Tony Harris",Carer,"2021-08-23 07:51:50",804,Outgoing,6
"Cameron Bailey","Caitlin Jones",Carer,"2021-08-26 09:20:41",364,Outgoing,87
"Cameron Bailey","Nikki Rogers",Nurse,"2021-09-01 10:51:43",737,Outgoing,56
"Cameron Bailey","Theresa Campbell",Carer,"2021-10-04 02:29:54",350,Incoming,13
"Cameron Bailey","Eileen Harrison",Carer,"2021-09-30 12:59:35",477,Incoming,86
"Cameron Bailey","Jasmine King",Carer,"2021-09-03 12:57:41",975,Outgoing,36
"Cameron Bailey","Georgia Shaw",Nurse,"2021-09-05 03:58:46",320,Outgoing,34
"Cameron Bailey","Lauren Walker",Nurse,"2021-10-13 07:02:47",918,Outgoing,32
"Cameron Bailey","Grace Edwards",Carer,"2021-10-15 10:18:14",105,Incoming,29
"Cameron Bailey","Benjamin Butler",Carer,"2021-09-23 03:34:48",15,Incoming,72
"Cameron Bailey","Andy Graham",Carer,"2021-08-25 03:21:36",479,Outgoing,29
"Cameron Bailey","Jamie Ellis",Nurse,"2021-10-14 05:05:14",523,Outgoing,46
"Cameron Bailey","Kirsten Davies",Nurse,"2021-09-06 11:00:13",352,Incoming,26
"Cameron Bailey","Leah Robinson",Nurse,"2021-09-28 12:58:30",215,Incoming,23
"Cameron Bailey","Justine Edwards",Nurse,"2021-09-09 05:11:20",53,Outgoing,57
"Cameron Bailey","Abigail Matthews",Carer,"2021-09-13 01:16:32",966,Incoming,57
"Cameron Bailey","Steve Powell",Carer,"2021-09-04 05:13:38",906,Outgoing,23
"Cameron Bailey","Toby Richardson",Carer,"2021-08-30 09:51:36",439,Incoming,10
"Cameron Bailey","Imogen White",Nurse,"2021-09-23 09:02:23",587,Outgoing,84
"Cameron Bailey","Jodie Green",Nurse,"2021-09-07 11:06:35",849,Outgoing,19
"Cameron Bailey","Melissa Powell",Nurse,"2021-08-25 06:40:47",469,Incoming,25
"Cameron Bailey","Dan Taylor",Carer,"2021-09-01 02:29:56",792,Outgoing,41
"Cameron Bailey","Melissa Powell",Nurse,"2021-08-26 04:37:04",928,Incoming,0
"Cameron Bailey","Phoebe Martin",Carer,"2021-10-18 12:59:42",367,Incoming,53
"Cameron Bailey","Cameron Patel",Carer,"2021-09-24 05:21:09",394,Incoming,0
"Cameron Bailey","Adam Anderson",Carer,"2021-08-30 10:58:40",860,Outgoing,85
"Cameron Bailey","Harrison Lloyd",Nurse,"2021-09-28 04:52:53",259,Incoming,42
"Cameron Bailey","Steve Powell",Carer,"2021-08-25 01:06:10",814,Incoming,85
"Cameron Bailey","Noah Walker",Carer,"2021-10-02 07:06:20",550,Incoming,11
"Cameron Bailey","Archie Parker",Carer,"2021-09-03 03:53:22",283,Outgoing,81
"Cameron Bailey","Chelsea Carter",Carer,"2021-09-04 02:39:34",849,Incoming,48
"Cameron Bailey","Charlotte Morris",Nurse,"2021-09-30 03:20:29",306,Incoming,53
"Cameron Bailey","Caitlin Jones",Carer,"2021-10-10 04:02:09",105,Outgoing,86
"Cameron Bailey","Sebastian Campbell",Carer,"2021-09-05 05:21:21",715,Outgoing,26
"Cameron Bailey","Beth Adams",Carer,"2021-08-24 08:21:50",800,Outgoing,9
"Cameron Bailey","Scott Simpson",Nurse,"2021-08-24 05:12:15",963,Outgoing,4
"Cameron Bailey","Phoebe Martin",Carer,"2021-09-09 11:45:44",384,Incoming,35
"Cameron Bailey","Noah Walker",Carer,"2021-08-31 09:08:04",332,Incoming,100
"Cameron Bailey","Eileen Harrison",Carer,"2021-10-09 11:04:47",917,Outgoing,27
"Cameron Bailey","Jamie Ellis",Nurse,"2021-10-06 11:39:53",656,Outgoing,69
"Cameron Bailey","Elliott Murray",Nurse,"2021-09-19 09:47:37",988,Incoming,44
"Cameron Bailey","Dan Taylor",Carer,"2021-10-10 05:49:51",22,Incoming,54
"Cameron Bailey","Benjamin Butler",Carer,"2021-08-23 07:04:19",553,Outgoing,58
"Cameron Bailey","Alexander Watson",Carer,"2021-09-14 09:08:19",171,Outgoing,63
"Cameron Bailey","Charlotte Morris",Nurse,"2021-09-17 01:32:28",638,Incoming,58
"Cameron Bailey","Andy Graham",Carer,"2021-08-26 01:39:22",419,Outgoing,30
"Cameron Bailey","Archie Parker",Carer,"2021-09-11 01:49:06",711,Outgoing,2
"Cameron Bailey","Barry Edwards",Nurse,"2021-10-07 11:02:27",345,Incoming,20
"Cameron Bailey","Pauline Ellis",Carer,"2021-09-10 05:14:04",205,Outgoing,31
"Cameron Bailey","Grant Smith",Nurse,"2021-10-14 11:39:14",460,Outgoing,80
"Cameron Bailey","Greg Mitchell",Carer,"2021-08-29 06:57:17",169,Incoming,87
"Cameron Bailey","Beth Adams",Carer,"2021-08-20 10:32:18",580,Incoming,10
"Cameron Bailey","Abigail Matthews",Carer,"2021-08-27 09:03:30",894,Outgoing,77
"Cameron Bailey","Sebastian Campbell",Carer,"2021-08-19 06:46:17",596,Outgoing,18
"Cameron Bailey","Mandy Holmes",Nurse,"2021-09-30 02:18:55",252,Incoming,41
"Cameron Bailey","Archie Parker",Carer,"2021-09-05 07:21:25",959,Incoming,58
"Cameron Bailey","Peter Turner",Nurse,"2021-10-02 04:19:53",535,Incoming,9
"Cameron Bailey","Freddie Simpson",Carer,"2021-08-28 12:47:14",630,Incoming,5
"Cameron Bailey","Danielle Moore",Carer,"2021-09-20 05:45:54",595,Outgoing,34
"Cameron Bailey","Steve Powell",Carer,"2021-09-04 04:05:45",14,Outgoing,73
"Cameron Bailey","Melissa Powell",Nurse,"2021-10-17 06:01:26",214,Incoming,55
"Cameron Bailey","Nikki Rogers",Nurse,"2021-09-09 07:26:18",973,Incoming,30
"Cameron Bailey","Adam Robinson",Carer,"2021-10-01 12:34:44",412,Incoming,82
"Cameron Bailey","Peter Robinson",Carer,"2021-09-09 10:51:16",227,Outgoing,7
"Cameron Bailey","Selina Palmer",Carer,"2021-09-30 06:50:30",134,Outgoing,0
"Cameron Bailey","Greg Mitchell",Carer,"2021-09-20 10:12:39",176,Outgoing,28
"Cameron Bailey","Tiffany Moore",Carer,"2021-09-29 05:09:51",624,Outgoing,88
"Cameron Bailey","Elliott Murray",Nurse,"2021-09-03 02:45:00",907,Outgoing,52
"Cameron Bailey","Poppy Evans",Carer,"2021-10-16 06:44:22",32,Incoming,39
"Cameron Bailey","Luke Ward",Nurse,"2021-08-28 03:21:54",235,Outgoing,20
"Cameron Bailey","Dan Taylor",Carer,"2021-09-29 03:20:14",190,Outgoing,91
"Cameron Bailey","Sasha James",Nurse,"2021-10-03 04:29:34",117,Incoming,95
"Cameron Bailey","Sonia Khan",Nurse,"2021-09-11 01:20:01",287,Incoming,5
"Cameron Bailey","Elliott Lloyd",Nurse,"2021-08-30 06:24:22",438,Incoming,22
"Cameron Bailey","Tim Hughes",Nurse,"2021-09-21 02:27:57",16,Incoming,36
"Cameron Bailey","Molly Phillips",Nurse,"2021-08-29 04:53:27",911,Incoming,83
"Cameron Bailey","Grace Edwards",Carer,"2021-08-30 01:06:26",963,Incoming,37
"Cameron Bailey","Caitlin Jones",Carer,"2021-09-17 02:51:17",201,Outgoing,54
"Cameron Bailey","Cameron Patel",Carer,"2021-09-05 05:08:42",43,Incoming,82
"Cameron Bailey","Mary Ward",Nurse,"2021-10-06 08:52:04",851,Incoming,45
"Cameron Bailey","Sonia Khan",Nurse,"2021-08-29 06:09:03",971,Outgoing,22
"Cameron Bailey","Aaron Lloyd",Carer,"2021-09-18 05:05:03",34,Incoming,15
"Cameron Bailey","Dennis Bailey",Carer,"2021-08-20 02:40:15",557,Incoming,61
"Cameron Bailey","Peter Turner",Nurse,"2021-10-16 07:14:23",323,Incoming,76
"Cameron Bailey","Dominic Miller",Carer,"2021-10-14 01:13:24",697,Outgoing,70
"Cameron Bailey","Lee Khan",Nurse,"2021-09-10 11:02:39",525,Incoming,19
"Cameron Bailey","Tiffany Moore",Carer,"2021-09-14 11:37:37",64,Outgoing,23
"Cameron Bailey","Grant Smith",Nurse,"2021-09-01 01:20:11",807,Incoming,68
"Cameron Bailey","Chelsea Carter",Carer,"2021-09-17 08:15:14",758,Incoming,2
"Cameron Bailey","Patrick Walsh",Carer,"2021-10-14 12:08:40",670,Incoming,23
"Cameron Bailey","Alexander Watson",Carer,"2021-10-03 01:09:55",799,Outgoing,59
"Cameron Bailey","Justine Edwards",Nurse,"2021-09-21 03:41:43",714,Outgoing,96
"Cameron Bailey","Victoria Harrison",Nurse,"2021-09-30 01:11:42",661,Incoming,5
"Cameron Bailey","Wendy Watson",Carer,"2021-08-22 11:23:31",551,Incoming,80
"Cameron Bailey","Leah Robinson",Nurse,"2021-08-30 07:36:54",81,Incoming,9
"Cameron Bailey","Elliott Murray",Nurse,"2021-09-28 11:54:59",410,Incoming,17
"Cameron Bailey","Scott Simpson",Nurse,"2021-09-18 01:39:38",551,Outgoing,85
"Cameron Bailey","William Holmes",Carer,"2021-10-13 07:47:17",582,Outgoing,50
"Cameron Bailey","Tim Hughes",Nurse,"2021-10-05 03:24:10",84,Incoming,80
"Cameron Bailey","Tiffany Moore",Carer,"2021-10-05 06:15:48",252,Outgoing,60
"Cameron Bailey","Zach Adams",Nurse,"2021-10-16 01:59:34",468,Incoming,50
"Cameron Bailey","Zach Adams",Nurse,"2021-08-31 01:52:45",683,Outgoing,89
"Cameron Bailey","Molly Phillips",Nurse,"2021-08-23 11:25:02",704,Incoming,36
"Cameron Bailey","Matilda Johnson",Carer,"2021-09-08 01:20:10",609,Incoming,28
"Cameron Bailey","Scott Simpson",Nurse,"2021-09-23 09:35:46",42,Incoming,59
"Cameron Bailey","Dennis Bailey",Carer,"2021-08-26 01:12:45",496,Incoming,20
"Cameron Bailey","Joel Richardson",Carer,"2021-10-08 04:25:14",462,Incoming,94
"Cameron Bailey","Mary Ward",Nurse,"2021-10-03 07:21:36",192,Incoming,67
"Cameron Bailey","Ken Bell",Nurse,"2021-10-12 01:16:15",675,Outgoing,74
"Cameron Bailey","Matilda Johnson",Carer,"2021-09-29 03:26:28",707,Outgoing,22
"Cameron Bailey","Mary Ward",Nurse,"2021-09-03 07:38:37",257,Outgoing,58
"Cameron Bailey","Dominic Miller",Carer,"2021-09-12 11:31:12",209,Outgoing,96
"Cameron Bailey","Eileen Harrison",Carer,"2021-09-05 06:31:26",601,Incoming,83
"Cameron Bailey","Dennis Bailey",Carer,"2021-09-06 07:04:43",304,Outgoing,5
"Cameron Bailey","Carlie Stewart",Carer,"2021-09-07 01:37:38",632,Incoming,10
"Cameron Bailey","Mary Ward",Nurse,"2021-09-26 12:34:45",815,Outgoing,57
"Cameron Bailey","Imogen White",Nurse,"2021-08-23 12:13:17",564,Outgoing,49
"Cameron Bailey","Harrison Lloyd",Nurse,"2021-10-03 05:02:22",322,Outgoing,58
"Cameron Bailey","Amber James",Nurse,"2021-10-04 02:53:18",481,Outgoing,47
"Cameron Bailey","Elliot Green",Nurse,"2021-09-11 05:52:28",646,Incoming,17
"Cameron Bailey","Nikki Rogers",Nurse,"2021-09-07 03:45:49",540,Outgoing,8
"Cameron Bailey","Jasmine King",Carer,"2021-09-03 11:37:06",776,Incoming,17
"Cameron Bailey","Toby Richardson",Carer,"2021-09-14 07:23:07",118,Outgoing,64
"Cameron Bailey","Toby Richardson",Carer,"2021-08-27 02:32:48",280,Incoming,25
"Cameron Bailey","Lauren Walker",Nurse,"2021-10-03 05:30:28",663,Outgoing,23
"Cameron Bailey","Alison Johnson",Carer,"2021-09-06 10:43:57",176,Outgoing,48
"Cameron Bailey","Archie Parker",Carer,"2021-08-23 06:47:20",392,Outgoing,13
"Cameron Bailey","Alexander Watson",Carer,"2021-09-04 05:19:09",301,Outgoing,40
"Cameron Bailey","Justine Edwards",Nurse,"2021-09-18 08:31:11",947,Outgoing,48
"Cameron Bailey","Jonathan Thomas",Carer,"2021-09-23 10:44:48",553,Outgoing,57
"Cameron Bailey","Phoebe Martin",Carer,"2021-10-08 02:19:32",671,Incoming,78
"Cameron Bailey","Joel Richardson",Carer,"2021-10-05 01:49:12",705,Outgoing,67
"Cameron Bailey","Gordon Clarke",Carer,"2021-08-31 08:46:18",91,Outgoing,77
"Cameron Bailey","Justine Owen",Nurse,"2021-08-21 01:02:21",617,Incoming,46
"Cameron Bailey","Danielle Moore",Carer,"2021-10-02 11:21:15",749,Outgoing,14
"Cameron Bailey","Ross Rose",Carer,"2021-08-24 04:43:24",962,Incoming,45
"Cameron Bailey","Molly Phillips",Nurse,"2021-10-18 08:11:31",964,Outgoing,71
"Cameron Bailey","Selina Palmer",Carer,"2021-09-13 02:28:38",977,Incoming,29
"Cameron Bailey","Sasha James",Nurse,"2021-09-22 10:45:57",519,Outgoing,82
"Cameron Bailey","Grace Edwards",Carer,"2021-10-02 07:23:31",741,Outgoing,30
"Cameron Bailey","Peter Turner",Nurse,"2021-09-17 11:33:59",874,Outgoing,30
"Cameron Bailey","Theresa Campbell",Carer,"2021-10-15 02:21:38",879,Incoming,25
"Cameron Bailey","Barry Edwards",Nurse,"2021-09-11 10:46:27",454,Outgoing,65
"Cameron Bailey","Emily Jackson",Carer,"2021-08-23 05:38:37",916,Incoming,54
"Cameron Bailey","Aaron Lloyd",Carer,"2021-09-03 12:59:36",861,Outgoing,21
"Cameron Bailey","Danielle Moore",Carer,"2021-10-13 10:06:49",31,Incoming,33
"Cameron Bailey","Selina Palmer",Carer,"2021-09-06 07:48:19",522,Outgoing,0
"Cameron Bailey","Georgia Shaw",Nurse,"2021-10-02 08:33:49",502,Incoming,93
"Cameron Bailey","Tony Harris",Carer,"2021-10-12 07:44:50",448,Incoming,81
"Cameron Bailey","Dan Taylor",Carer,"2021-09-08 11:42:42",470,Incoming,20
"Cameron Bailey","Justine Owen",Nurse,"2021-08-20 06:38:37",197,Incoming,5
"Cameron Bailey","Joe Watson",Carer,"2021-10-09 10:32:58",85,Outgoing,70
"Cameron Bailey","Gordon Clarke",Carer,"2021-09-13 06:30:28",75,Outgoing,90
"Cameron Bailey","Louis Adams",Carer,"2021-08-28 02:55:33",974,Outgoing,30
"Cameron Bailey","Justine Owen",Nurse,"2021-10-06 12:30:37",690,Outgoing,13
"Cameron Bailey","Joel Richardson",Carer,"2021-09-22 02:29:00",695,Outgoing,90
"Cameron Bailey","Pauline Ellis",Carer,"2021-10-17 10:00:26",275,Incoming,61
"Cameron Bailey","Mary Ward",Nurse,"2021-10-06 01:51:39",638,Incoming,10
"Cameron Bailey","Jonathan Thomas",Carer,"2021-08-25 12:35:52",335,Incoming,84
"Cameron Bailey","Sebastian Campbell",Carer,"2021-08-22 08:29:04",181,Outgoing,28
"Cameron Bailey","Gordon Clarke",Carer,"2021-10-04 09:34:14",285,Outgoing,59
"Cameron Bailey","Matilda Johnson",Carer,"2021-10-06 09:08:44",379,Outgoing,20
"Cameron Bailey","Samantha Martin",Nurse,"2021-10-17 11:56:05",534,Incoming,93
"Cameron Bailey","Selina Palmer",Carer,"2021-10-14 05:48:24",814,Incoming,2
"Cameron Bailey","Danielle Moore",Carer,"2021-09-25 11:50:11",860,Incoming,40
"Cameron Bailey","Amy Morris",Nurse,"2021-09-09 02:18:18",125,Incoming,53
"Cameron Bailey","Harrison Stevens",Carer,"2021-09-21 06:13:46",133,Incoming,58
"Cameron Bailey","Justine Owen",Nurse,"2021-10-19 01:28:34",836,Outgoing,29
"Cameron Bailey","Rachel Saunders",Nurse,"2021-10-11 08:47:26",890,Incoming,53
"Cameron Bailey","William Holmes",Carer,"2021-08-30 07:47:07",586,Incoming,41
"Cameron Bailey","James Clark",Carer,"2021-09-27 07:32:14",993,Outgoing,88
"Cameron Bailey","Mandy Holmes",Nurse,"2021-10-15 07:08:58",9024,Incoming,26
"Cameron Bailey","Becky Smith",Nurse,"2021-10-18 04:26:18",7945,Incoming,57
"Cameron Bailey","Wendy Watson",Carer,"2021-10-17 12:45:54",2480,Outgoing,14
"Cameron Bailey","Lauren Walker",Nurse,"2021-10-13 12:48:57",1013,Incoming,96
"Cameron Bailey","Luke Ward",Nurse,"2021-10-16 09:20:20",969,Incoming,18
"Cameron Bailey","Elliott Lloyd",Nurse,"2021-10-12 09:38:51",7820,Incoming,89
"Cameron Bailey","Nikki Rogers",Nurse,"2021-10-18 04:43:58",4896,Incoming,34
"Cameron Bailey","Ken Bell",Nurse,"2021-10-12 07:18:18",7755,Outgoing,93
"Cameron Bailey","Danielle Bailey",Nurse,"2021-10-20 10:47:51",6857,Outgoing,48
"Cameron Bailey","Wendy Watson",Carer,"2021-10-12 10:14:29",5962,Incoming,71
"Cameron Bailey","Rachel Saunders",Nurse,"2021-10-20 05:14:19",4030,Incoming,94
"Cameron Bailey","Justine Edwards",Nurse,"2021-10-13 07:28:39",4899,Incoming,13
"Cameron Bailey","Imogen White",Nurse,"2021-10-19 08:39:58",7609,Incoming,31
"Cameron Bailey","Greg Mitchell",Carer,"2021-10-21 03:48:51",2659,Outgoing,14
"Cameron Bailey","Eileen Harrison",Carer,"2021-10-16 12:46:14",8720,Outgoing,59
"Cameron Bailey","Patrick Walsh",Carer,"2021-10-12 02:38:28",2406,Outgoing,15
"Cameron Bailey","Victoria Harrison",Nurse,"2021-10-20 02:47:04",2162,Outgoing,66
"Cameron Bailey","Luke Ward",Nurse,"2021-10-19 01:21:54",4789,Incoming,100
"Cameron Bailey","Peter Turner",Nurse,"2021-10-16 10:50:34",216,Incoming,5
"Cameron Bailey","Elliot Green",Nurse,"2021-10-16 03:48:21",437,Outgoing,90
"Cameron Bailey","Jonathan Thomas",Carer,"2021-10-18 10:39:56",7971,Incoming,83
"Cameron Bailey","Grace Edwards",Carer,"2021-10-14 09:47:13",1834,Outgoing,8
"Cameron Bailey","Elliot Green",Nurse,"2021-10-17 02:19:04",3668,Incoming,24
"Cameron Bailey","Jonathan Thomas",Carer,"2021-10-15 12:30:23",2900,Incoming,39
"Cameron Bailey","Ben Mitchell",Nurse,"2021-10-14 03:48:31",3007,Incoming,0
"Cameron Bailey","Danielle Bailey",Nurse,"2021-10-13 06:30:18",883,Incoming,57
"Cameron Bailey","James Clark",Carer,"2021-10-18 01:49:51",7019,Outgoing,58
"Cameron Bailey","Ken Bell",Nurse,"2021-10-17 01:15:27",8004,Incoming,36
"Cameron Bailey","Benjamin Butler",Carer,"2021-10-15 10:11:41",3988,Incoming,28
"Cameron Bailey","Abigail Matthews",Carer,"2021-10-19 10:14:30",3260,Outgoing,74
"Cameron Bailey","William Holmes",Carer,"2021-10-16 01:01:41",9255,Incoming,99
"Cameron Bailey","Alexander Watson",Carer,"2021-10-19 02:20:42",8135,Incoming,58
"Cameron Bailey","Sarah Harrison",Carer,"2021-10-20 09:34:53",5623,Incoming,29
"Cameron Bailey","Eileen Harrison",Carer,"2021-10-20 07:25:23",1623,Outgoing,30
"Cameron Bailey","Becky Smith",Nurse,"2021-10-19 09:00:42",451,Outgoing,84
"Cameron Bailey","Georgia Shaw",Nurse,"2021-10-19 06:38:33",6071,Incoming,56
"Cameron Bailey","Laura Hill",Carer,"2021-10-13 02:44:57",7496,Incoming,5
"Cameron Bailey","Toby Richardson",Carer,"2021-10-12 08:19:40",821,Outgoing,11
"Cameron Bailey","Grant Smith",Nurse,"2021-10-21 12:09:27",7795,Outgoing,20
"Cameron Bailey","Louis Adams",Carer,"2021-10-12 02:04:07",7580,Incoming,95
"Cameron Bailey","Beth Adams",Carer,"2021-10-14 12:44:17",1356,Outgoing,59
"Cameron Bailey","Jamie Ellis",Nurse,"2021-10-15 10:40:22",8365,Incoming,24
"Cameron Bailey","Justine Owen",Nurse,"2021-10-17 09:27:43",6335,Outgoing,70
"Cameron Bailey","Justine Owen",Nurse,"2021-10-20 01:37:13",6537,Outgoing,78
"Cameron Bailey","Adam Anderson",Carer,"2021-10-12 07:27:14",7255,Outgoing,5
"Cameron Bailey","Tony Harris",Carer,"2021-10-20 04:38:46",362,Incoming,47
"Cameron Bailey","Ken Bell",Nurse,"2021-10-16 01:25:08",5362,Incoming,61
"Cameron Bailey","Jodie Green",Nurse,"2021-10-17 02:52:51",3420,Outgoing,98
"Cameron Bailey","Ken Bell",Nurse,"2021-10-15 10:25:53",8220,Outgoing,87
"Cameron Bailey","Steve Powell",Carer,"2021-10-15 12:50:12",3907,Outgoing,12
"Cameron Bailey","Dennis Bailey",Carer,"2021-10-15 06:52:21",9526,Outgoing,49
"Cameron Bailey","Poppy Evans",Carer,"2021-10-15 06:58:00",7974,Outgoing,29
"Cameron Bailey","Mary Ward",Nurse,"2021-10-18 07:59:50",375,Incoming,54
"Cameron Bailey","Emily Jackson",Carer,"2021-10-21 03:19:13",9792,Outgoing,42
"Cameron Bailey","Kirsten Davies",Nurse,"2021-10-21 03:54:11",7535,Incoming,35
"Cameron Bailey","Alison Johnson",Carer,"2021-10-20 12:42:30",5406,Incoming,51
"Cameron Bailey","Victoria Harrison",Nurse,"2021-10-12 06:34:06",6736,Incoming,29
"Cameron Bailey","Toby Richardson",Carer,"2021-10-15 02:09:14",5952,Incoming,5
"Cameron Bailey","Mohammed Ross",Carer,"2021-10-18 06:09:58",7870,Incoming,70
